 ,  ,number
M0-85%,F1,0.683289589
M0-85%,%bug,0.54
M0-85%,%reducedCost,0.900990099
M0-85%,F1,0.675278274
M0-85%,%bug,0.588235294
M0-85%,%reducedCost,0.826923077
M0-85%,F1,0.68745004
M0-85%,%bug,0.30952381
M0-85%,%reducedCost,0.92920354
M0-85%,F1,0.464364688
M0-85%,%bug,0.30952381
M0-85%,%reducedCost,0.92920354
M0-85%,F1,0.464364688
M0-85%,%bug,0.647058824
M0-85%,%reducedCost,0.830388693
M0-85%,F1,0.727349465
M0-85%,%bug,0.444444444
M0-85%,%reducedCost,0.861111111
M0-85%,F1,0.586288416
M0-85%,%bug,0.714285714
M0-85%,%reducedCost,0.766990291
M0-85%,F1,0.739700375
M0-85%,%bug,0.714285714
M0-85%,%reducedCost,0.766990291
M0-85%,F1,0.739700375
M0-85%,%bug,0.313131313
M0-85%,%reducedCost,0.949874687
M0-85%,F1,0.470996192
M0-85%,%bug,0.411764706
M0-85%,%reducedCost,0.894736842
M0-85%,F1,0.563981043
M0-85%,%bug,0.333333333
M0-85%,%reducedCost,0.918987342
M0-85%,F1,0.489218329
M0-85%,%bug,0.320754717
M0-85%,%reducedCost,0.906103286
M0-85%,F1,0.473790614
M0-85%,%bug,0.320754717
M0-85%,%reducedCost,0.906103286
M0-85%,F1,0.473790614
M0-85%,%bug,0.794871795
M0-85%,%reducedCost,0.704615385
M0-85%,F1,0.747027255
M0-85%,%bug,0.794871795
M0-85%,%reducedCost,0.704615385
M0-85%,F1,0.747027255
M0-85%,%bug,0.535714286
M0-85%,%reducedCost,0.803278689
M0-85%,F1,0.642763446
M0-85%,%bug,0.535714286
M0-85%,%reducedCost,0.803278689
M0-85%,F1,0.642763446
M0-85%,%bug,0.555555556
M0-85%,%reducedCost,0.852534562
M0-85%,F1,0.672727273
M0-85%,%bug,0.555555556
M0-85%,%reducedCost,0.852534562
M0-85%,F1,0.672727273
M0-85%,%bug,0.782608696
M0-85%,%reducedCost,0.725714286
M0-85%,F1,0.753088453
M0-85%,%bug,0.782608696
M0-85%,%reducedCost,0.725714286
M0-85%,F1,0.753088453
M0-85%,%bug,0.347826087
M0-85%,%reducedCost,0.928698752
M0-85%,F1,0.506101633
M0-85%,%bug,0.347826087
M0-85%,%reducedCost,0.928825623
M0-85%,F1,0.50612047
M0-85%,%bug,0.944444444
M0-85%,%reducedCost,0.696969697
M0-85%,F1,0.802051282
M0-85%,%bug,0.944444444
M0-85%,%reducedCost,0.696969697
M0-85%,F1,0.802051282
M0-85%,%bug,0.709677419
M0-85%,%reducedCost,0.808
M0-85%,F1,0.7556538
M0-85%,%bug,0.709677419
M0-85%,%reducedCost,0.808
M0-85%,F1,0.7556538
M0-85%,%bug,0.814814815
M0-85%,%reducedCost,0.747747748
M0-85%,F1,0.779841982
M0-85%,%bug,0.814814815
M0-85%,%reducedCost,0.747747748
M0-85%,F1,0.779841982
M0-85%,%bug,0.6
M0-85%,%reducedCost,0.804878049
M0-85%,F1,0.6875
M0-85%,%bug,0.6
M0-85%,%reducedCost,0.804878049
M0-85%,F1,0.6875
M0-85%,%bug,0.347826087
M0-85%,%reducedCost,0.913978495
M0-85%,F1,0.50389033
M0-85%,%bug,0.347826087
M0-85%,%reducedCost,0.913978495
M0-85%,F1,0.50389033
M0-85%,%bug,0.894736842
M0-85%,%reducedCost,0.518796992
M0-85%,F1,0.656774916
M0-85%,%bug,0.894736842
M0-85%,%reducedCost,0.518796992
M0-85%,F1,0.656774916
M0-85%,%bug,0.555555556
M0-85%,%reducedCost,0.835897436
M0-85%,F1,0.667485667
M0-85%,%bug,0.607142857
M0-85%,%reducedCost,0.796954315
M0-85%,F1,0.689218851
M0-85%,%bug,0.923076923
M0-85%,%reducedCost,0.660377358
M0-85%,F1,0.769935839
M0-85%,%bug,0.923076923
M0-85%,%reducedCost,0.660377358
M0-85%,F1,0.769935839
M0-85%,%bug,0.592592593
M0-85%,%reducedCost,0.835051546
M0-85%,F1,0.693233485
M0-85%,%bug,0.592592593
M0-85%,%reducedCost,0.835051546
M0-85%,F1,0.693233485
M0-85%,%bug,0.7
M0-85%,%reducedCost,0.616438356
M0-85%,F1,0.655567118
M0-85%,%bug,0.714285714
M0-85%,%reducedCost,0.516778523
M0-85%,F1,0.599688474
M0-85%,%bug,0.6875
M0-85%,%reducedCost,0.754789272
M0-85%,F1,0.719574963
M0-85%,%bug,0.6875
M0-85%,%reducedCost,0.754789272
M0-85%,F1,0.719574963
M0-85%,%bug,0.78125
M0-85%,%reducedCost,0.694656489
M0-85%,F1,0.735412963
M0-85%,%bug,0.78125
M0-85%,%reducedCost,0.694656489
M0-85%,F1,0.735412963
M0-85%,%bug,0.346153846
M0-85%,%reducedCost,0.869565217
M0-85%,F1,0.495185695
M0-85%,%bug,0.346153846
M0-85%,%reducedCost,0.869565217
M0-85%,F1,0.495185695
M0-85%,%bug,0.866666667
M0-85%,%reducedCost,0.517241379
M0-85%,F1,0.647840532
M0-85%,%bug,0.866666667
M0-85%,%reducedCost,0.517241379
M0-85%,F1,0.647840532
M0-85%,%bug,0.666666667
M0-85%,%reducedCost,0.68
M0-85%,F1,0.673267327
M0-85%,%bug,0.7
M0-85%,%reducedCost,0.776223776
M0-85%,F1,0.736144008
M0-85%,%bug,0.7
M0-85%,%reducedCost,0.776223776
M0-85%,F1,0.736144008
M0-85%,%bug,0.533333333
M0-85%,%reducedCost,0.8125
M0-85%,F1,0.643962848
M0-85%,%bug,0.533333333
M0-85%,%reducedCost,0.8125
M0-85%,F1,0.643962848
M0-85%,%bug,0.785714286
M0-85%,%reducedCost,0.756345178
M0-85%,F1,0.770750059
M0-85%,%bug,0.6
M0-85%,%reducedCost,0.779310345
M0-85%,F1,0.678
M0-85%,%bug,0.785714286
M0-85%,%reducedCost,0.756345178
M0-85%,F1,0.770750059
M0-85%,%bug,0.666666667
M0-85%,%reducedCost,0.649635036
M0-85%,F1,0.658040665
M0-85%,%bug,0.666666667
M0-85%,%reducedCost,0.649635036
M0-85%,F1,0.658040665
M0-85%,%bug,0.47826087
M0-85%,%reducedCost,0.858823529
M0-85%,F1,0.614384086
M0-85%,%bug,0.47826087
M0-85%,%reducedCost,0.858823529
M0-85%,F1,0.614384086
M0-85%,%bug,0.68
M0-85%,%reducedCost,0.827027027
M0-85%,F1,0.746341463
M0-85%,%bug,0.68
M0-85%,%reducedCost,0.827027027
M0-85%,F1,0.746341463
M0-85%,%bug,0.882352941
M0-85%,%reducedCost,0.529411765
M0-85%,F1,0.661764706
M0-85%,%bug,0.882352941
M0-85%,%reducedCost,0.529411765
M0-85%,F1,0.661764706
M0-85%,%bug,1
M0-85%,%reducedCost,0.694656489
M0-85%,F1,0.81981982
M0-85%,%bug,1
M0-85%,%reducedCost,0.694656489
M0-85%,F1,0.81981982
M0-85%,%bug,0.321428571
M0-85%,%reducedCost,0.878172589
M0-85%,F1,0.470606015
M0-85%,%bug,0.321428571
M0-85%,%reducedCost,0.878172589
M0-85%,F1,0.470606015
M0-85%,%bug,0.9
M0-85%,%reducedCost,0.751937984
M0-85%,F1,0.819333646
M0-85%,%bug,0.9
M0-85%,%reducedCost,0.751937984
M0-85%,F1,0.819333646
M0-85%,%bug,0.518518519
M0-85%,%reducedCost,0.896103896
M0-85%,F1,0.656919415
M0-85%,%bug,0.518518519
M0-85%,%reducedCost,0.896103896
M0-85%,F1,0.656919415
M0-85%,%bug,0.137931034
M0-85%,%reducedCost,0.89958159
M0-85%,F1,0.239187874
M0-85%,%bug,0.137931034
M0-85%,%reducedCost,0.89958159
M0-85%,F1,0.239187874
M0-85%,%bug,0.571428571
M0-85%,%reducedCost,0.764705882
M0-85%,F1,0.65408805
M0-85%,%bug,0.571428571
M0-85%,%reducedCost,0.764705882
M0-85%,F1,0.65408805
M0-85%,%bug,0.739130435
M0-85%,%reducedCost,0.553072626
M0-85%,F1,0.632706767
M0-85%,%bug,0.3
M0-85%,%reducedCost,0.874509804
M0-85%,F1,0.446744574
M0-85%,%bug,0.324324324
M0-85%,%reducedCost,0.923809524
M0-85%,F1,0.480098989
M0-85%,%bug,0.5
M0-85%,%reducedCost,0.87012987
M0-85%,F1,0.63507109
M0-85%,%bug,0.03125
M0-85%,%reducedCost,0.879699248
M0-85%,F1,0.060355945
M0-85%,%bug,0.75
M0-85%,%reducedCost,0.72173913
M0-85%,F1,0.735598227
M0-85%,%bug,0.56
M0-85%,%reducedCost,0.813084112
M0-85%,F1,0.663218078
M0-85%,%bug,0.673913043
M0-85%,%reducedCost,0.762162162
M0-85%,F1,0.715326078
M0-85%,%bug,0.431034483
M0-85%,%reducedCost,0.862955032
M0-85%,F1,0.574909413
M0-85%,%bug,0.44
M0-85%,%reducedCost,0.630769231
M0-85%,F1,0.518390805
M0-85%,%bug,0.675
M0-85%,%reducedCost,0.62962963
M0-85%,F1,0.651525905
M0-85%,%bug,0.705882353
M0-85%,%reducedCost,0.674796748
M0-85%,F1,0.689989609
M0-85%,%bug,0.8
M0-85%,%reducedCost,0.695238095
M0-85%,F1,0.743949045
M0-85%,%bug,0.578947368
M0-85%,%reducedCost,0.641791045
M0-85%,F1,0.608751609
M0-85%,%bug,0.470588235
M0-85%,%reducedCost,0.913357401
M0-85%,F1,0.621144698
M0-85%,%bug,0.772727273
M0-85%,%reducedCost,0.587096774
M0-85%,F1,0.667241751
M0-85%,%bug,0.434782609
M0-85%,%reducedCost,0.860465116
M0-85%,F1,0.577673692
M0-85%,%bug,0.208333333
M0-85%,%reducedCost,0.883495146
M0-85%,F1,0.337161912
M0-85%,%bug,0.764705882
M0-85%,%reducedCost,0.454545455
M0-85%,F1,0.570175439
M0-85%,%bug,1
M0-85%,%reducedCost,0.04950495
M0-85%,F1,0.094339623
M0-85%,%bug,0.875
M0-85%,%reducedCost,0.357142857
M0-85%,F1,0.507246377
M0-85%,%bug,0.8
M0-85%,%reducedCost,0.546099291
M0-85%,F1,0.64910432
M0-85%,%bug,0.75
M0-85%,%reducedCost,0.463087248
M0-85%,F1,0.572614108
M0-85%,%bug,0.191489362
M0-85%,%reducedCost,0.939849624
M0-85%,F1,0.318156109
M0-85%,%bug,0.703703704
M0-85%,%reducedCost,0.553299492
M0-85%,F1,0.61950344
M0-85%,%bug,0.848484848
M0-85%,%reducedCost,0.555555556
M0-85%,F1,0.67146283
M0-85%,%bug,0.777777778
M0-85%,%reducedCost,0.751937984
M0-85%,F1,0.76463964
M0-85%,%bug,0.9375
M0-85%,%reducedCost,0.344262295
M0-85%,F1,0.503597122
M0-85%,%bug,0.590909091
M0-85%,%reducedCost,0.643312102
M0-85%,F1,0.615998123
M0-85%,%bug,0.866666667
M0-85%,%reducedCost,0.292035398
M0-85%,F1,0.436863544
M0-85%,%bug,0.875
M0-85%,%reducedCost,0.548387097
M0-85%,F1,0.674220963
M0-85%,%bug,0.722222222
M0-85%,%reducedCost,0.572519084
M0-85%,F1,0.638716017
M0-85%,%bug,0.714285714
M0-85%,%reducedCost,0.683168317
M0-85%,F1,0.698380567
M0-85%,%bug,0.833333333
M0-85%,%reducedCost,0.287128713
M0-85%,F1,0.427098675
M0-85%,%bug,0.733333333
M0-85%,%reducedCost,0.633027523
M0-85%,F1,0.679498657
M0-85%,%bug,0.888888889
M0-85%,%reducedCost,0.555555556
M0-85%,F1,0.683760684
M0-85%,%bug,1
M0-85%,%reducedCost,0.223300971
M0-85%,F1,0.365079365
M0-85%,%bug,0.944444444
M0-85%,%reducedCost,0.343283582
M0-85%,F1,0.503541533
M0-85%,%bug,0.833333333
M0-85%,%reducedCost,0.397849462
M0-85%,F1,0.538573508
M0-85%,%bug,0.8
M0-85%,%reducedCost,0.407407407
M0-85%,F1,0.539877301
M0-85%,%bug,0.625
M0-85%,%reducedCost,0.578947368
M0-85%,F1,0.601092896
M0-85%,%bug,0.714285714
M0-85%,%reducedCost,0.689320388
M0-85%,F1,0.701581028
M0-85%,%bug,0.764705882
M0-85%,%reducedCost,0.540983607
M0-85%,F1,0.633677991
M0-85%,%bug,0.923076923
M0-85%,%reducedCost,0.661016949
M0-85%,F1,0.77037037
M0-85%,%bug,0.933333333
M0-85%,%reducedCost,0.63963964
M0-85%,F1,0.759068347
M0-85%,%bug,0.833333333
M0-85%,%reducedCost,0.696969697
M0-85%,F1,0.759075908
M0-85%,%bug,0.888888889
M0-85%,%reducedCost,0.630769231
M0-85%,F1,0.737907762
M0-85%,%bug,0.636363636
M0-85%,%reducedCost,0.748427673
M0-85%,F1,0.687861272
M0-85%,%bug,0.916666667
M0-85%,%reducedCost,0.363636364
M0-85%,F1,0.520710059
M0-85%,%bug,1
M0-85%,%reducedCost,0.296
M0-85%,F1,0.456790123
M0-85%,%bug,0.944444444
M0-85%,%reducedCost,0.636363636
M0-85%,F1,0.760383387
M0-85%,%bug,0.695652174
M0-85%,%reducedCost,0.469879518
M0-85%,F1,0.560898876
M0-85%,%bug,0.928571429
M0-85%,%reducedCost,0.310344828
M0-85%,F1,0.465208748
M0-85%,%bug,0.928571429
M0-85%,%reducedCost,0.316239316
M0-85%,F1,0.471799902
M0-85%,%bug,0.88
M0-85%,%reducedCost,0.36
M0-85%,F1,0.510967742
M0-85%,%bug,0.416666667
M0-85%,%reducedCost,0.698113208
M0-85%,F1,0.521861777
M0-85%,%bug,0.6
M0-85%,%reducedCost,0.379310345
M0-85%,F1,0.464788732
M0-85%,%bug,0.076923077
M0-85%,%reducedCost,0.777777778
M0-85%,F1,0.14
M0-85%,%bug,0.333333333
M0-85%,%reducedCost,0.783783784
M0-85%,F1,0.467741935
M0-85%,%bug,0.722222222
M0-85%,%reducedCost,0.768115942
M0-85%,F1,0.744462453
M0-85%,%bug,0.722222222
M0-85%,%reducedCost,0.748031496
M0-85%,F1,0.734900327
M0-85%,%bug,0.5
M0-85%,%reducedCost,0.887323944
M0-85%,F1,0.639593909
M0-85%,%bug,0.296296296
M0-85%,%reducedCost,0.895652174
M0-85%,F1,0.445285058
M0-85%,%bug,0.9375
M0-85%,%reducedCost,0.646017699
M0-85%,F1,0.76493189
M0-85%,%bug,0.066666667
M0-85%,%reducedCost,0.738562092
M0-85%,F1,0.122294372
M0-85%,%bug,0.555555556
M0-85%,%reducedCost,0.696969697
M0-85%,F1,0.61827957
M0-85%,%bug,0.764705882
M0-85%,%reducedCost,0.609756098
M0-85%,F1,0.678496868
M0-85%,%bug,0.705882353
M0-85%,%reducedCost,0.733333333
M0-85%,F1,0.719346049
M0-85%,%bug,0.578947368
M0-85%,%reducedCost,0.759398496
M0-85%,F1,0.657007688
M0-85%,%bug,0.785714286
M0-85%,%reducedCost,0.538461538
M0-85%,F1,0.639004149
M0-85%,%bug,0.857142857
M0-85%,%reducedCost,0.622641509
M0-85%,F1,0.721311475
M0-85%,%bug,0.666666667
M0-85%,%reducedCost,0.626168224
M0-85%,F1,0.645783133
M0-85%,%bug,0.9375
M0-85%,%reducedCost,0.521367521
M0-85%,F1,0.670084218
M0-85%,%bug,0.818181818
M0-85%,%reducedCost,0.794871795
M0-85%,F1,0.806358382
M0-90%,%bug,0.777777778
M0-90%,%reducedCost,0.746478873
M0-90%,F1,0.761806982
M0-90%,%bug,0.764705882
M0-90%,%reducedCost,0.6
M0-90%,F1,0.672413793
M0-90%,%bug,0.814814815
M0-90%,%reducedCost,0.713004484
M0-90%,F1,0.760517448
M0-90%,%bug,0.857142857
M0-90%,%reducedCost,0.689320388
M0-90%,F1,0.764125561
M0-90%,%bug,0.875
M0-90%,%reducedCost,0.67816092
M0-90%,F1,0.764107308
M0-90%,%bug,0.676470588
M0-90%,%reducedCost,0.647058824
M0-90%,F1,0.661437908
M0-90%,%bug,0.333333333
M0-90%,%reducedCost,0.794871795
M0-90%,F1,0.46969697
M0-90%,%bug,0.666666667
M0-90%,%reducedCost,0.701244813
M0-90%,F1,0.683518706
M0-90%,%bug,0.5
M0-90%,%reducedCost,0.731092437
M0-90%,F1,0.593856655
M0-90%,%bug,0.625
M0-90%,%reducedCost,0.728813559
M0-90%,F1,0.672926448
M0-90%,%bug,0.647058824
M0-90%,%reducedCost,0.663865546
M0-90%,F1,0.655354449
M0-90%,%bug,0.411764706
M0-90%,%reducedCost,0.796178344
M0-90%,F1,0.54280397
M0-90%,%bug,0.642857143
M0-90%,%reducedCost,0.738872404
M0-90%,F1,0.687528762
M0-90%,%bug,0.888888889
M0-90%,%reducedCost,0.594202899
M0-90%,F1,0.712269273
M0-90%,%bug,0.4
M0-90%,%reducedCost,0.791304348
M0-90%,F1,0.531386861
M0-90%,%bug,0.55
M0-90%,%reducedCost,0.852760736
M0-90%,F1,0.668707632
M0-90%,%bug,0.9375
M0-90%,%reducedCost,0.58974359
M0-90%,F1,0.724029381
M0-90%,%bug,0.84375
M0-90%,%reducedCost,0.498154982
M0-90%,F1,0.626450116
M0-90%,%bug,0.642857143
M0-90%,%reducedCost,0.652173913
M0-90%,F1,0.647482014
M0-90%,%bug,0.842105263
M0-90%,%reducedCost,0.705882353
M0-90%,F1,0.768
M0-90%,%bug,0.8
M0-90%,%reducedCost,0.773049645
M0-90%,F1,0.786293959
M0-90%,%bug,0.75
M0-90%,%reducedCost,0.78280543
M0-90%,F1,0.766051661
M0-90%,%bug,0.5
M0-90%,%reducedCost,0.802469136
M0-90%,F1,0.616113744
M0-90%,%bug,0.625
M0-90%,%reducedCost,0.739534884
M0-90%,F1,0.677460588
M0-90%,%bug,0.52173913
M0-90%,%reducedCost,0.815028902
M0-90%,F1,0.636209814
M0-90%,%bug,0.944444444
M0-90%,%reducedCost,0.507692308
M0-90%,F1,0.660388464
M0-90%,%bug,0.555555556
M0-90%,%reducedCost,0.748031496
M0-90%,F1,0.637583893
M0-90%,%bug,0.954545455
M0-90%,%reducedCost,0.587096774
M0-90%,F1,0.727030626
M0-90%,%bug,0.451612903
M0-90%,%reducedCost,0.841269841
M0-90%,F1,0.587722772
M0-90%,%bug,0.529411765
M0-90%,%reducedCost,0.801652893
M0-90%,F1,0.637691746
M0-90%,%bug,0.735294118
M0-90%,%reducedCost,0.621818182
M0-90%,F1,0.673811963
M0-90%,%bug,0.609756098
M0-90%,%reducedCost,0.759036145
M0-90%,F1,0.676255904
M0-90%,%bug,0.653846154
M0-90%,%reducedCost,0.698924731
M0-90%,F1,0.675634363
M0-90%,%bug,0.826086957
M0-90%,%reducedCost,0.701863354
M0-90%,F1,0.758925415
M0-90%,%bug,0.696969697
M0-90%,%reducedCost,0.741007194
M0-90%,F1,0.71831413
M0-90%,%bug,0.761904762
M0-90%,%reducedCost,0.696202532
M0-90%,F1,0.727573377
M0-90%,%bug,0.677419355
M0-90%,%reducedCost,0.703703704
M0-90%,F1,0.690311419
M0-90%,%bug,0.254901961
M0-90%,%reducedCost,0.922330097
M0-90%,F1,0.399417853
M0-90%,%bug,0.304347826
M0-90%,%reducedCost,0.866666667
M0-90%,F1,0.45049505
M0-90%,%bug,0.475
M0-90%,%reducedCost,0.877300613
M0-90%,F1,0.616309402
M0-90%,%bug,0.742857143
M0-90%,%reducedCost,0.746478873
M0-90%,F1,0.744663604
M0-90%,%bug,0.625
M0-90%,%reducedCost,0.677419355
M0-90%,F1,0.650154799
M0-90%,%bug,0.80952381
M0-90%,%reducedCost,0.624161074
M0-90%,F1,0.704859563
M0-90%,%bug,0.441176471
M0-90%,%reducedCost,0.724137931
M0-90%,F1,0.548302872
M0-90%,%bug,0.487179487
M0-90%,%reducedCost,0.83030303
M0-90%,F1,0.61405992
M0-90%,%bug,0.454545455
M0-90%,%reducedCost,0.856287425
M0-90%,F1,0.593853821
M0-90%,%bug,1
M0-90%,%reducedCost,0.452991453
M0-90%,F1,0.623529412
M0-90%,%bug,0.575757576
M0-90%,%reducedCost,0.793357934
M0-90%,F1,0.667265599
M0-90%,%bug,0.823529412
M0-90%,%reducedCost,0.548387097
M0-90%,F1,0.658367911
M0-90%,%bug,0.909090909
M0-90%,%reducedCost,0.544303797
M0-90%,F1,0.680918448
M0-90%,%bug,0.571428571
M0-90%,%reducedCost,0.833910035
M0-90%,F1,0.678156877
M0-90%,%bug,0.76
M0-90%,%reducedCost,0.703703704
M0-90%,F1,0.730769231
M0-90%,%bug,0.43902439
M0-90%,%reducedCost,0.878787879
M0-90%,F1,0.585530006
M0-90%,%bug,0.093023256
M0-90%,%reducedCost,0.930232558
M0-90%,F1,0.169133192
M0-90%,%bug,0.666666667
M0-90%,%reducedCost,0.789473684
M0-90%,F1,0.722891566
M0-90%,%bug,0.189189189
M0-90%,%reducedCost,0.899053628
M0-90%,F1,0.312597932
M0-90%,%bug,0.806451613
M0-90%,%reducedCost,0.664122137
M0-90%,F1,0.728399196
M0-90%,%bug,0.605263158
M0-90%,%reducedCost,0.843137255
M0-90%,F1,0.704666904
M0-90%,%bug,0.583333333
M0-90%,%reducedCost,0.810169492
M0-90%,F1,0.678289074
M0-90%,%bug,0.534482759
M0-90%,%reducedCost,0.83014862
M0-90%,F1,0.650285684
M0-90%,%bug,0.125
M0-90%,%reducedCost,0.944055944
M0-90%,F1,0.220768602
M0-90%,%bug,0.296296296
M0-90%,%reducedCost,0.925925926
M0-90%,F1,0.448933782
M0-90%,%bug,0.561403509
M0-90%,%reducedCost,0.879049676
M0-90%,F1,0.685203209
M0-90%,%bug,0.857142857
M0-90%,%reducedCost,0.683168317
M0-90%,F1,0.760330579
M0-90%,%bug,0.733333333
M0-90%,%reducedCost,0.63963964
M0-90%,F1,0.683289589
M0-90%,%bug,0.54
M0-90%,%reducedCost,0.900990099
M0-90%,F1,0.675278274
M0-90%,%bug,0.588235294
M0-90%,%reducedCost,0.826923077
M0-90%,F1,0.68745004
M0-90%,%bug,0.30952381
M0-90%,%reducedCost,0.92920354
M0-90%,F1,0.464364688
M0-90%,%bug,0.30952381
M0-90%,%reducedCost,0.92920354
M0-90%,F1,0.464364688
M0-90%,%bug,0.647058824
M0-90%,%reducedCost,0.830388693
M0-90%,F1,0.727349465
M0-90%,%bug,0.722222222
M0-90%,%reducedCost,0.75
M0-90%,F1,0.735849057
M0-90%,%bug,0.714285714
M0-90%,%reducedCost,0.766990291
M0-90%,F1,0.739700375
M0-90%,%bug,0.714285714
M0-90%,%reducedCost,0.766990291
M0-90%,F1,0.739700375
M0-90%,%bug,0.313131313
M0-90%,%reducedCost,0.949874687
M0-90%,F1,0.470996192
M0-90%,%bug,0.411764706
M0-90%,%reducedCost,0.894736842
M0-90%,F1,0.563981043
M0-90%,%bug,0.333333333
M0-90%,%reducedCost,0.918987342
M0-90%,F1,0.489218329
M0-90%,%bug,0.320754717
M0-90%,%reducedCost,0.906103286
M0-90%,F1,0.473790614
M0-90%,%bug,0.320754717
M0-90%,%reducedCost,0.906103286
M0-90%,F1,0.473790614
M0-90%,%bug,0.846153846
M0-90%,%reducedCost,0.655384615
M0-90%,F1,0.738650694
M0-90%,%bug,0.846153846
M0-90%,%reducedCost,0.655384615
M0-90%,F1,0.738650694
M0-90%,%bug,0.535714286
M0-90%,%reducedCost,0.803278689
M0-90%,F1,0.642763446
M0-90%,%bug,0.535714286
M0-90%,%reducedCost,0.803278689
M0-90%,F1,0.642763446
M0-90%,%bug,0.703703704
M0-90%,%reducedCost,0.778801843
M0-90%,F1,0.739350679
M0-90%,%bug,0.703703704
M0-90%,%reducedCost,0.778801843
M0-90%,F1,0.739350679
M0-90%,%bug,0.826086957
M0-90%,%reducedCost,0.634285714
M0-90%,F1,0.717591017
M0-90%,%bug,0.826086957
M0-90%,%reducedCost,0.634285714
M0-90%,F1,0.717591017
M0-90%,%bug,0.347826087
M0-90%,%reducedCost,0.928698752
M0-90%,F1,0.506101633
M0-90%,%bug,0.347826087
M0-90%,%reducedCost,0.928825623
M0-90%,F1,0.50612047
M0-90%,%bug,0.944444444
M0-90%,%reducedCost,0.696969697
M0-90%,F1,0.802051282
M0-90%,%bug,0.944444444
M0-90%,%reducedCost,0.696969697
M0-90%,F1,0.802051282
M0-90%,%bug,0.709677419
M0-90%,%reducedCost,0.808
M0-90%,F1,0.7556538
M0-90%,%bug,0.709677419
M0-90%,%reducedCost,0.808
M0-90%,F1,0.7556538
M0-90%,%bug,0.814814815
M0-90%,%reducedCost,0.747747748
M0-90%,F1,0.779841982
M0-90%,%bug,0.814814815
M0-90%,%reducedCost,0.747747748
M0-90%,F1,0.779841982
M0-90%,%bug,0.6
M0-90%,%reducedCost,0.804878049
M0-90%,F1,0.6875
M0-90%,%bug,0.6
M0-90%,%reducedCost,0.804878049
M0-90%,F1,0.6875
M0-90%,%bug,0.347826087
M0-90%,%reducedCost,0.913978495
M0-90%,F1,0.50389033
M0-90%,%bug,0.347826087
M0-90%,%reducedCost,0.913978495
M0-90%,F1,0.50389033
M0-90%,%bug,0.894736842
M0-90%,%reducedCost,0.518796992
M0-90%,F1,0.656774916
M0-90%,%bug,0.894736842
M0-90%,%reducedCost,0.518796992
M0-90%,F1,0.656774916
M0-90%,%bug,0.555555556
M0-90%,%reducedCost,0.835897436
M0-90%,F1,0.667485667
M0-90%,%bug,0.678571429
M0-90%,%reducedCost,0.715736041
M0-90%,F1,0.696658432
M0-90%,%bug,0.923076923
M0-90%,%reducedCost,0.660377358
M0-90%,F1,0.769935839
M0-90%,%bug,0.923076923
M0-90%,%reducedCost,0.660377358
M0-90%,F1,0.769935839
M0-90%,%bug,0.592592593
M0-90%,%reducedCost,0.835051546
M0-90%,F1,0.693233485
M0-90%,%bug,0.592592593
M0-90%,%reducedCost,0.835051546
M0-90%,F1,0.693233485
M0-90%,%bug,0.7
M0-90%,%reducedCost,0.616438356
M0-90%,F1,0.655567118
M0-90%,%bug,0.714285714
M0-90%,%reducedCost,0.516778523
M0-90%,F1,0.599688474
M0-90%,%bug,0.6875
M0-90%,%reducedCost,0.754789272
M0-90%,F1,0.719574963
M0-90%,%bug,0.6875
M0-90%,%reducedCost,0.754789272
M0-90%,F1,0.719574963
M0-90%,%bug,0.78125
M0-90%,%reducedCost,0.694656489
M0-90%,F1,0.735412963
M0-90%,%bug,0.78125
M0-90%,%reducedCost,0.694656489
M0-90%,F1,0.735412963
M0-90%,%bug,0.346153846
M0-90%,%reducedCost,0.869565217
M0-90%,F1,0.495185695
M0-90%,%bug,0.346153846
M0-90%,%reducedCost,0.869565217
M0-90%,F1,0.495185695
M0-90%,%bug,0.866666667
M0-90%,%reducedCost,0.517241379
M0-90%,F1,0.647840532
M0-90%,%bug,0.866666667
M0-90%,%reducedCost,0.517241379
M0-90%,F1,0.647840532
M0-90%,%bug,0.666666667
M0-90%,%reducedCost,0.626666667
M0-90%,F1,0.64604811
M0-90%,%bug,0.7
M0-90%,%reducedCost,0.776223776
M0-90%,F1,0.736144008
M0-90%,%bug,0.7
M0-90%,%reducedCost,0.776223776
M0-90%,F1,0.736144008
M0-90%,%bug,0.533333333
M0-90%,%reducedCost,0.8125
M0-90%,F1,0.643962848
M0-90%,%bug,0.533333333
M0-90%,%reducedCost,0.8125
M0-90%,F1,0.643962848
M0-90%,%bug,0.785714286
M0-90%,%reducedCost,0.756345178
M0-90%,F1,0.770750059
M0-90%,%bug,0.6
M0-90%,%reducedCost,0.779310345
M0-90%,F1,0.678
M0-90%,%bug,0.785714286
M0-90%,%reducedCost,0.756345178
M0-90%,F1,0.770750059
M0-90%,%bug,0.666666667
M0-90%,%reducedCost,0.591240876
M0-90%,F1,0.626692456
M0-90%,%bug,0.666666667
M0-90%,%reducedCost,0.591240876
M0-90%,F1,0.626692456
M0-90%,%bug,0.47826087
M0-90%,%reducedCost,0.858823529
M0-90%,F1,0.614384086
M0-90%,%bug,0.47826087
M0-90%,%reducedCost,0.858823529
M0-90%,F1,0.614384086
M0-90%,%bug,0.68
M0-90%,%reducedCost,0.827027027
M0-90%,F1,0.746341463
M0-90%,%bug,0.68
M0-90%,%reducedCost,0.827027027
