capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,21,17,11,12,14,15,
28,12,21,20,15,15,16,20,
35,14,21,20,21,19,23,25,
42,15,21,22,21,19,21,25,
49,16,21,24,23,21,24,28,
56,16,21,21,19,18,19,21,
63,17,21,21,19,18,19,16,
70,18,21,21,19,19,19,12,
77,19,21,22,21,21,21,19,
84,20,21,23,23,21,22,18,
91,20,21,22,23,22,22,23,
98,21,21,23,24,23,24,26,
105,21,21,22,23,22,23,24,
112,21,21,22,23,23,23,26,
119,21,21,22,22,22,22,24,
126,21,21,22,21,22,21,21,
133,21,21,21,21,21,21,25,
140,21,21,21,21,21,21,23,
147,21,21,21,21,21,21,19,
154,21,21,21,21,21,21,22,
