capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,27,16,18,14,16,17,
28,14,27,18,27,18,39,23,
35,16,27,20,28,22,38,28,
42,18,27,20,20,19,19,19,
49,20,27,21,22,21,21,20,
56,21,27,22,23,22,25,27,
63,22,27,23,24,24,25,28,
70,22,27,23,24,23,23,23,
77,23,27,24,23,23,23,22,
84,23,27,23,23,23,23,18,
91,23,27,23,23,23,23,21,
98,23,27,23,23,23,23,24,
105,23,27,23,23,23,23,23,
112,23,27,23,23,23,23,25,
119,24,27,24,23,24,24,18,
126,24,27,24,23,24,24,17,
133,26,27,26,26,26,26,25,
140,26,27,26,25,26,26,14,
147,26,27,26,25,26,26,13,
154,26,27,26,25,26,26,14,
161,26,27,26,25,26,26,17,
168,27,27,27,26,27,27,15,
175,27,27,27,26,27,27,15,
182,27,27,27,26,27,27,18,
189,27,27,27,26,27,27,18,
196,27,27,27,26,27,27,21,
203,27,27,27,26,27,27,20,
210,27,27,27,26,27,27,23,
