capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,38,16,26,16,20,18,
28,17,38,29,39,28,51,32,
35,19,38,27,37,30,108,36,
42,19,38,22,24,23,25,29,
49,21,38,24,26,24,26,30,
56,22,38,24,25,25,26,29,
63,23,38,25,26,25,26,29,
70,24,38,25,27,26,29,32,
77,25,38,26,26,27,29,37,
84,25,38,26,27,27,36,36,
91,27,38,28,29,29,32,36,
98,30,38,31,33,34,40,45,
105,30,38,31,33,34,38,43,
112,30,38,31,32,32,34,38,
119,31,38,32,34,34,36,41,
126,32,38,33,35,35,37,43,
133,32,38,33,34,33,33,32,
140,32,38,32,32,33,33,32,
147,32,38,32,33,33,33,31,
154,33,38,34,35,35,35,38,
161,34,38,34,35,35,35,31,
168,34,38,34,35,35,35,34,
175,34,38,34,35,35,36,40,
182,34,38,34,35,36,37,43,
189,34,38,34,35,35,35,38,
196,34,38,34,35,35,35,36,
203,34,38,34,35,35,35,39,
210,34,38,34,35,35,37,42,
217,34,38,34,35,35,37,42,
224,34,38,34,35,36,44,45,
231,36,38,36,37,37,37,41,
238,38,38,38,39,40,40,45,
245,38,38,38,39,40,40,45,
252,38,38,38,39,39,39,38,
259,38,38,38,38,38,38,39,
266,38,38,38,38,38,41,45,
273,38,38,38,38,38,40,44,
280,38,38,38,38,38,38,41,
287,38,38,38,38,38,38,41,
294,38,38,38,38,38,38,41,
301,38,38,38,38,38,38,40,
