capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,58,0,0,0,0,0,
28,3,58,0,0,3,7,8,
35,9,58,0,0,27,49,25,
42,15,58,36,0,87,127,45,
49,17,58,42,32,25,31,35,
56,21,58,63,36,32,37,43,
63,25,58,81,45,40,45,53,
70,28,58,47,47,42,46,55,
77,31,58,55,56,52,58,68,
84,32,58,102,60,56,62,72,
91,34,58,89,62,58,63,74,
98,36,58,99,57,54,58,70,
105,36,58,99,59,54,58,70,
112,39,58,83,70,65,70,84,
119,41,58,91,77,74,83,94,
126,41,58,119,72,69,75,90,
133,43,58,133,72,67,71,86,
140,44,58,75,64,63,66,81,
147,44,58,64,58,58,61,75,
154,45,58,66,60,62,66,83,
161,47,58,68,62,64,68,85,
168,49,58,68,61,61,63,76,
175,51,58,72,65,64,66,77,
182,51,58,69,65,64,66,77,
189,52,58,68,64,63,64,72,
196,53,58,66,62,60,61,61,
203,53,58,63,59,58,58,48,
210,53,58,61,59,57,57,41,
217,54,58,62,60,58,58,45,
224,54,58,61,59,58,59,50,
231,54,58,60,59,58,58,54,
238,54,58,60,58,57,58,48,
245,54,58,60,59,57,58,48,
252,54,58,59,59,58,58,54,
259,54,58,57,58,58,58,58,
266,54,58,56,58,58,58,55,
273,54,58,56,58,58,58,59,
280,54,58,56,58,57,57,56,
287,54,58,56,57,56,57,52,
294,54,58,56,57,56,56,50,
301,55,58,57,58,58,58,53,
308,55,58,57,58,57,57,51,
315,55,58,57,58,57,57,58,
322,56,58,58,60,59,59,60,
329,56,58,58,58,58,58,54,
336,56,58,57,58,57,57,48,
343,56,58,57,58,57,57,44,
350,56,58,57,58,57,57,44,
357,56,58,57,58,57,56,42,
364,56,58,56,57,56,56,39,
371,57,58,58,58,57,57,40,
378,57,58,57,58,57,57,40,
385,57,58,57,58,57,57,38,
392,57,58,57,58,57,57,37,
399,57,58,57,58,57,57,40,
406,57,58,57,58,57,57,44,
413,57,58,57,58,57,57,47,
420,58,58,58,59,59,59,56,
427,58,58,58,59,59,59,55,
434,58,58,58,59,59,59,59,
441,58,58,58,59,59,60,62,
448,58,58,58,59,60,61,69,
455,58,58,58,59,60,61,68,
462,58,58,58,59,59,59,61,
