capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,35,13,14,13,16,16,
28,16,35,70,46,28,40,32,
35,18,35,30,28,23,26,30,
42,20,35,28,33,28,32,37,
49,20,35,21,22,22,22,21,
56,23,35,30,30,27,29,34,
63,26,35,38,39,34,36,44,
70,26,35,33,29,29,29,26,
77,26,35,33,29,29,29,26,
84,27,35,43,30,29,29,22,
91,27,35,34,28,28,28,20,
98,27,35,32,29,28,28,22,
105,27,35,32,28,28,28,16,
112,27,35,28,28,28,28,15,
119,27,35,28,28,28,28,15,
126,28,35,32,30,29,29,18,
133,28,35,32,30,29,29,18,
140,29,35,34,31,30,30,23,
147,31,35,39,34,34,34,37,
154,31,35,36,34,34,35,38,
161,32,35,38,35,35,35,36,
168,32,35,40,34,35,35,35,
175,32,35,40,34,35,35,35,
182,32,35,39,34,34,34,33,
189,32,35,37,34,34,34,31,
196,32,35,36,34,34,34,34,
203,33,35,38,34,35,35,35,
210,33,35,37,34,35,35,37,
217,33,35,36,34,36,37,44,
224,35,35,39,38,38,39,44,
231,35,35,39,38,38,40,46,
238,35,35,37,36,38,38,44,
245,35,35,37,37,38,38,43,
252,35,35,37,37,38,38,43,
259,35,35,37,37,38,38,43,
266,35,35,36,37,38,39,45,
273,35,35,36,35,35,35,26,
280,35,35,35,35,35,35,25,
287,35,35,35,35,35,35,24,
