project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,16.0,58.0,0.27586206896551724,25.0,471.0,0.05307855626326964,0.9469214437367304,0.4272542210513712,0.4272542210513712,397.0,-372.0,16.0,
29-150-小白用车_1463737383.csv,12.0,21.0,0.5714285714285714,34.0,150.0,0.22666666666666666,0.7733333333333333,0.6572237960339944,0.6572237960339944,123.0,-89.0,12.0,
48-118-百度糯米6.0.2测试_1463737445.csv,13.0,13.0,1.0,118.0,118.0,1.0,0.0,0.0,0.0,76.0,42.0,15.0,
89-120-一起飞测试_1463737536.csv,15.0,17.0,0.8823529411764706,42.0,120.0,0.35,0.65,0.7485604606525912,0.7485604606525912,84.0,-42.0,15.0,
92-133-喵哆啦测试_1463737548.csv,13.0,19.0,0.6842105263157895,43.0,133.0,0.3233082706766917,0.6766917293233083,0.6804303576621112,0.6804303576621112,113.0,-70.0,13.0,
95-106-爱陪护测试_1463737556.csv,13.0,14.0,0.9285714285714286,54.0,106.0,0.5094339622641509,0.49056603773584906,0.6419753086419753,0.6419753086419753,70.0,-16.0,13.0,
97-107-淘特惠测试_1463737552.csv,8.0,15.0,0.5333333333333333,28.0,107.0,0.2616822429906542,0.7383177570093458,0.6193042626163645,0.6193042626163645,65.0,-37.0,8.0,
98-117-快乐满意拍测试_1463737558.csv,16.0,16.0,1.0,117.0,117.0,1.0,0.0,0.0,0.0,59.0,58.0,27.0,20.0,
99-156-雅思君测试_1463737564.csv,21.0,22.0,0.9545454545454546,58.0,156.0,0.3717948717948718,0.6282051282051282,0.7577319587628867,0.7577319587628867,88.0,-30.0,21.0,
122-138-购物狂测试_1463737645.csv,18.0,18.0,1.0,138.0,138.0,1.0,0.0,0.0,0.0,100.0,38.0,27.0,23.0,
128-115-蛋蛋赚测试_1463737676.csv,14.0,14.0,1.0,115.0,115.0,1.0,0.0,0.0,0.0,102.0,13.0,29.0,22.0,25.0,
130-136-终极手电筒测试_1463737660.csv,19.0,19.0,1.0,136.0,136.0,1.0,0.0,0.0,0.0,107.0,29.0,23.0,33.0,
134-221-买车达人测试_1463737670.csv,13.0,24.0,0.5416666666666666,27.0,221.0,0.12217194570135746,0.8778280542986425,0.6699428875016603,0.6699428875016603,191.0,-164.0,13.0,
143-127-荔枝FM测试_1463737709.csv,15.0,18.0,0.8333333333333334,64.0,127.0,0.5039370078740157,0.49606299212598426,0.6219151036525172,0.6219151036525172,103.0,-39.0,15.0,
157-161-任意球测试_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,0.0,49.0,
164-326-茄子医生测试_1463737777.csv,16.0,40.0,0.4,34.0,326.0,0.10429447852760736,0.8957055214723927,0.5530303030303031,0.5530303030303031,263.0,-229.0,16.0,
167-284-杏林题库测试_1463737790.csv,18.0,35.0,0.5142857142857142,28.0,284.0,0.09859154929577464,0.9014084507042254,0.6549175667993177,0.6549175667993177,243.0,-215.0,18.0,
168-124-电台测试_1463737792.csv,10.0,16.0,0.625,35.0,124.0,0.28225806451612906,0.717741935483871,0.6681681681681682,0.6681681681681682,102.0,-67.0,10.0,
